emoji,name,group,sub_group,codepoints,name_spanish,name_spanish_formatted
🧗🏾‍♀️,woman climbing: medium-dark skin tone,People & Body,person-activity,1F9D7 1F3FE 200D 2640 FE0F,mujer de escalada  tono de piel medio-oscuro,[mujer de escalada  tono de piel medio-oscuro]
🧗🏾‍♀,woman climbing: medium-dark skin tone,People & Body,person-activity,1F9D7 1F3FE 200D 2640,mujer de escalada  tono de piel medio-oscuro,[mujer de escalada  tono de piel medio-oscuro]
🧗🏿‍♀️,woman climbing: dark skin tone,People & Body,person-activity,1F9D7 1F3FF 200D 2640 FE0F,mujer de escalada  tono de piel oscura,[mujer de escalada  tono de piel oscura]
🧗🏿‍♀,woman climbing: dark skin tone,People & Body,person-activity,1F9D7 1F3FF 200D 2640,mujer de escalada  tono de piel oscura,[mujer de escalada  tono de piel oscura]
🤺,person fencing,People & Body,person-sport,1F93A,persona de esgrima,[persona de esgrima]
🏇,horse racing,People & Body,person-sport,1F3C7,las carreras de caballos,[las carreras de caballos]
🏇🏻,horse racing: light skin tone,People & Body,person-sport,1F3C7 1F3FB,carreras de caballos  tono de piel clara,[carreras de caballos  tono de piel clara]
🏇🏼,horse racing: medium-light skin tone,People & Body,person-sport,1F3C7 1F3FC,carreras de caballos  el tono de piel medio-luz,[carreras de caballos  el tono de piel medio-luz]
🏇🏽,horse racing: medium skin tone,People & Body,person-sport,1F3C7 1F3FD,carreras de caballos  tono de piel medio,[carreras de caballos  tono de piel medio]
🏇🏾,horse racing: medium-dark skin tone,People & Body,person-sport,1F3C7 1F3FE,carreras de caballos  el tono de piel medio-oscuro,[carreras de caballos  el tono de piel medio-oscuro]
🏇🏿,horse racing: dark skin tone,People & Body,person-sport,1F3C7 1F3FF,carreras de caballos  tono de piel oscura,[carreras de caballos  tono de piel oscura]
⛷️,skier,People & Body,person-sport,26F7 FE0F,esquiador,[esquiador]
⛷,skier,People & Body,person-sport,26F7,esquiador,[esquiador]
🏂,snowboarder,People & Body,person-sport,1F3C2,snowboarder,[snowboarder]
🏂🏻,snowboarder: light skin tone,People & Body,person-sport,1F3C2 1F3FB,snowboarder  tono de piel clara,[snowboarder  tono de piel clara]
🏂🏼,snowboarder: medium-light skin tone,People & Body,person-sport,1F3C2 1F3FC,tono de la piel de mediano luz  snowboarder,[tono de la piel de mediano luz  snowboarder]
🏂🏽,snowboarder: medium skin tone,People & Body,person-sport,1F3C2 1F3FD,snowboarder  tono de piel medio,[snowboarder  tono de piel medio]
🏂🏾,snowboarder: medium-dark skin tone,People & Body,person-sport,1F3C2 1F3FE,snowboarder  tono de piel medio-oscuro,[snowboarder  tono de piel medio-oscuro]
🏂🏿,snowboarder: dark skin tone,People & Body,person-sport,1F3C2 1F3FF,snowboarder  tono de piel oscura,[snowboarder  tono de piel oscura]
🏌️,person golfing,People & Body,person-sport,1F3CC FE0F,persona golf,[persona golf]
🏌,person golfing,People & Body,person-sport,1F3CC,persona golf,[persona golf]
🏌🏻,person golfing: light skin tone,People & Body,person-sport,1F3CC 1F3FB,persona golf  tono de piel clara,[persona golf  tono de piel clara]
🏌🏼,person golfing: medium-light skin tone,People & Body,person-sport,1F3CC 1F3FC,persona golf  tono de la piel de mediano luz,[persona golf  tono de la piel de mediano luz]
🏌🏽,person golfing: medium skin tone,People & Body,person-sport,1F3CC 1F3FD,persona golf  tono de piel medio,[persona golf  tono de piel medio]
🏌🏾,person golfing: medium-dark skin tone,People & Body,person-sport,1F3CC 1F3FE,persona golf  tono de piel medio-oscuro,[persona golf  tono de piel medio-oscuro]
🏌🏿,person golfing: dark skin tone,People & Body,person-sport,1F3CC 1F3FF,persona golf  tono de piel oscura,[persona golf  tono de piel oscura]
🏌️‍♂️,man golfing,People & Body,person-sport,1F3CC FE0F 200D 2642 FE0F,hombre de golf,[hombre de golf]
🏌‍♂️,man golfing,People & Body,person-sport,1F3CC 200D 2642 FE0F,hombre de golf,[hombre de golf]
🏌️‍♂,man golfing,People & Body,person-sport,1F3CC FE0F 200D 2642,hombre de golf,[hombre de golf]
🏌‍♂,man golfing,People & Body,person-sport,1F3CC 200D 2642,hombre de golf,[hombre de golf]
🏌🏻‍♂️,man golfing: light skin tone,People & Body,person-sport,1F3CC 1F3FB 200D 2642 FE0F,hombre de golf  tono de piel clara,[hombre de golf  tono de piel clara]
🏌🏻‍♂,man golfing: light skin tone,People & Body,person-sport,1F3CC 1F3FB 200D 2642,hombre de golf  tono de piel clara,[hombre de golf  tono de piel clara]
🏌🏼‍♂️,man golfing: medium-light skin tone,People & Body,person-sport,1F3CC 1F3FC 200D 2642 FE0F,hombre de golf  tono de la piel de mediano luz,[hombre de golf  tono de la piel de mediano luz]
🏌🏼‍♂,man golfing: medium-light skin tone,People & Body,person-sport,1F3CC 1F3FC 200D 2642,hombre de golf  tono de la piel de mediano luz,[hombre de golf  tono de la piel de mediano luz]
🏌🏽‍♂️,man golfing: medium skin tone,People & Body,person-sport,1F3CC 1F3FD 200D 2642 FE0F,hombre de golf  tono de piel medio,[hombre de golf  tono de piel medio]
🏌🏽‍♂,man golfing: medium skin tone,People & Body,person-sport,1F3CC 1F3FD 200D 2642,hombre de golf  tono de piel medio,[hombre de golf  tono de piel medio]
🏌🏾‍♂️,man golfing: medium-dark skin tone,People & Body,person-sport,1F3CC 1F3FE 200D 2642 FE0F,hombre de golf  tono de piel medio-oscuro,[hombre de golf  tono de piel medio-oscuro]
🏌🏾‍♂,man golfing: medium-dark skin tone,People & Body,person-sport,1F3CC 1F3FE 200D 2642,hombre de golf  tono de piel medio-oscuro,[hombre de golf  tono de piel medio-oscuro]
🏌🏿‍♂️,man golfing: dark skin tone,People & Body,person-sport,1F3CC 1F3FF 200D 2642 FE0F,hombre de golf  tono de piel oscura,[hombre de golf  tono de piel oscura]
🏌🏿‍♂,man golfing: dark skin tone,People & Body,person-sport,1F3CC 1F3FF 200D 2642,hombre de golf  tono de piel oscura,[hombre de golf  tono de piel oscura]
🏌️‍♀️,woman golfing,People & Body,person-sport,1F3CC FE0F 200D 2640 FE0F,mujer de golf,[mujer de golf]
🏌‍♀️,woman golfing,People & Body,person-sport,1F3CC 200D 2640 FE0F,mujer de golf,[mujer de golf]
🏌️‍♀,woman golfing,People & Body,person-sport,1F3CC FE0F 200D 2640,mujer de golf,[mujer de golf]
🏌‍♀,woman golfing,People & Body,person-sport,1F3CC 200D 2640,mujer de golf,[mujer de golf]
🏌🏻‍♀️,woman golfing: light skin tone,People & Body,person-sport,1F3CC 1F3FB 200D 2640 FE0F,mujer jugar al golf  tono de piel clara,[mujer jugar al golf  tono de piel clara]
🏌🏻‍♀,woman golfing: light skin tone,People & Body,person-sport,1F3CC 1F3FB 200D 2640,mujer jugar al golf  tono de piel clara,[mujer jugar al golf  tono de piel clara]
🏌🏼‍♀️,woman golfing: medium-light skin tone,People & Body,person-sport,1F3CC 1F3FC 200D 2640 FE0F,mujer de golf  el tono de piel medio-luz,[mujer de golf  el tono de piel medio-luz]
🏌🏼‍♀,woman golfing: medium-light skin tone,People & Body,person-sport,1F3CC 1F3FC 200D 2640,mujer de golf  el tono de piel medio-luz,[mujer de golf  el tono de piel medio-luz]
🏌🏽‍♀️,woman golfing: medium skin tone,People & Body,person-sport,1F3CC 1F3FD 200D 2640 FE0F,mujer jugar al golf  tono de piel medio,[mujer jugar al golf  tono de piel medio]
🏌🏽‍♀,woman golfing: medium skin tone,People & Body,person-sport,1F3CC 1F3FD 200D 2640,mujer jugar al golf  tono de piel medio,[mujer jugar al golf  tono de piel medio]
🏌🏾‍♀️,woman golfing: medium-dark skin tone,People & Body,person-sport,1F3CC 1F3FE 200D 2640 FE0F,mujer de golf  el tono de piel medio-oscuro,[mujer de golf  el tono de piel medio-oscuro]
🏌🏾‍♀,woman golfing: medium-dark skin tone,People & Body,person-sport,1F3CC 1F3FE 200D 2640,mujer de golf  el tono de piel medio-oscuro,[mujer de golf  el tono de piel medio-oscuro]
🏌🏿‍♀️,woman golfing: dark skin tone,People & Body,person-sport,1F3CC 1F3FF 200D 2640 FE0F,mujer jugar al golf  tono de piel oscura,[mujer jugar al golf  tono de piel oscura]
🏌🏿‍♀,woman golfing: dark skin tone,People & Body,person-sport,1F3CC 1F3FF 200D 2640,mujer jugar al golf  tono de piel oscura,[mujer jugar al golf  tono de piel oscura]
🏄,person surfing,People & Body,person-sport,1F3C4,persona que practica surf,[persona que practica surf]
🏄🏻,person surfing: light skin tone,People & Body,person-sport,1F3C4 1F3FB,persona que practica surf  tono de piel clara,[persona que practica surf  tono de piel clara]
🏄🏼,person surfing: medium-light skin tone,People & Body,person-sport,1F3C4 1F3FC,persona surf  tono de la piel de mediano luz,[persona surf  tono de la piel de mediano luz]
🏄🏽,person surfing: medium skin tone,People & Body,person-sport,1F3C4 1F3FD,persona surf  tono de piel medio,[persona surf  tono de piel medio]
🏄🏾,person surfing: medium-dark skin tone,People & Body,person-sport,1F3C4 1F3FE,persona surf  tono de piel medio-oscuro,[persona surf  tono de piel medio-oscuro]
🏄🏿,person surfing: dark skin tone,People & Body,person-sport,1F3C4 1F3FF,persona que practica surf  tono de piel oscura,[persona que practica surf  tono de piel oscura]
🏄‍♂️,man surfing,People & Body,person-sport,1F3C4 200D 2642 FE0F,hombre que practica surf,[hombre que practica surf]
🏄‍♂,man surfing,People & Body,person-sport,1F3C4 200D 2642,hombre que practica surf,[hombre que practica surf]
🏄🏻‍♂️,man surfing: light skin tone,People & Body,person-sport,1F3C4 1F3FB 200D 2642 FE0F,hombre que practica surf  tono de piel clara,[hombre que practica surf  tono de piel clara]
🏄🏻‍♂,man surfing: light skin tone,People & Body,person-sport,1F3C4 1F3FB 200D 2642,hombre que practica surf  tono de piel clara,[hombre que practica surf  tono de piel clara]
🏄🏼‍♂️,man surfing: medium-light skin tone,People & Body,person-sport,1F3C4 1F3FC 200D 2642 FE0F,hombre surf  tono de la piel de mediano luz,[hombre surf  tono de la piel de mediano luz]
🏄🏼‍♂,man surfing: medium-light skin tone,People & Body,person-sport,1F3C4 1F3FC 200D 2642,hombre surf  tono de la piel de mediano luz,[hombre surf  tono de la piel de mediano luz]
🏄🏽‍♂️,man surfing: medium skin tone,People & Body,person-sport,1F3C4 1F3FD 200D 2642 FE0F,hombre surf  tono de piel medio,[hombre surf  tono de piel medio]
🏄🏽‍♂,man surfing: medium skin tone,People & Body,person-sport,1F3C4 1F3FD 200D 2642,hombre surf  tono de piel medio,[hombre surf  tono de piel medio]
🏄🏾‍♂️,man surfing: medium-dark skin tone,People & Body,person-sport,1F3C4 1F3FE 200D 2642 FE0F,hombre surf  tono de piel medio-oscuro,[hombre surf  tono de piel medio-oscuro]
🏄🏾‍♂,man surfing: medium-dark skin tone,People & Body,person-sport,1F3C4 1F3FE 200D 2642,hombre surf  tono de piel medio-oscuro,[hombre surf  tono de piel medio-oscuro]
🏄🏿‍♂️,man surfing: dark skin tone,People & Body,person-sport,1F3C4 1F3FF 200D 2642 FE0F,hombre que practica surf  tono de piel oscura,[hombre que practica surf  tono de piel oscura]
🏄🏿‍♂,man surfing: dark skin tone,People & Body,person-sport,1F3C4 1F3FF 200D 2642,hombre que practica surf  tono de piel oscura,[hombre que practica surf  tono de piel oscura]
🏄‍♀️,woman surfing,People & Body,person-sport,1F3C4 200D 2640 FE0F,mujer que practica surf,[mujer que practica surf]
🏄‍♀,woman surfing,People & Body,person-sport,1F3C4 200D 2640,mujer que practica surf,[mujer que practica surf]
🏄🏻‍♀️,woman surfing: light skin tone,People & Body,person-sport,1F3C4 1F3FB 200D 2640 FE0F,mujer que practica surf  tono de piel clara,[mujer que practica surf  tono de piel clara]
🏄🏻‍♀,woman surfing: light skin tone,People & Body,person-sport,1F3C4 1F3FB 200D 2640,mujer que practica surf  tono de piel clara,[mujer que practica surf  tono de piel clara]
🏄🏼‍♀️,woman surfing: medium-light skin tone,People & Body,person-sport,1F3C4 1F3FC 200D 2640 FE0F,tono de piel medio-luz  mujer de surf,[tono de piel medio-luz  mujer de surf]
🏄🏼‍♀,woman surfing: medium-light skin tone,People & Body,person-sport,1F3C4 1F3FC 200D 2640,tono de piel medio-luz  mujer de surf,[tono de piel medio-luz  mujer de surf]
🏄🏽‍♀️,woman surfing: medium skin tone,People & Body,person-sport,1F3C4 1F3FD 200D 2640 FE0F,mujer que practica surf  tono de piel medio,[mujer que practica surf  tono de piel medio]
🏄🏽‍♀,woman surfing: medium skin tone,People & Body,person-sport,1F3C4 1F3FD 200D 2640,mujer que practica surf  tono de piel medio,[mujer que practica surf  tono de piel medio]
🏄🏾‍♀️,woman surfing: medium-dark skin tone,People & Body,person-sport,1F3C4 1F3FE 200D 2640 FE0F,mujer que practica surf  el tono de piel medio-oscuro,[mujer que practica surf  el tono de piel medio-oscuro]
🏄🏾‍♀,woman surfing: medium-dark skin tone,People & Body,person-sport,1F3C4 1F3FE 200D 2640,mujer que practica surf  el tono de piel medio-oscuro,[mujer que practica surf  el tono de piel medio-oscuro]
🏄🏿‍♀️,woman surfing: dark skin tone,People & Body,person-sport,1F3C4 1F3FF 200D 2640 FE0F,mujer que practica surf  tono de piel oscura,[mujer que practica surf  tono de piel oscura]
🏄🏿‍♀,woman surfing: dark skin tone,People & Body,person-sport,1F3C4 1F3FF 200D 2640,mujer que practica surf  tono de piel oscura,[mujer que practica surf  tono de piel oscura]
🚣,person rowing boat,People & Body,person-sport,1F6A3,bote de remos persona,[bote de remos persona]
🚣🏻,person rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB,barco de remo persona  tono de piel clara,[barco de remo persona  tono de piel clara]
🚣🏼,person rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC,persona barco con remos  tono de piel medio-luz,[persona barco con remos  tono de piel medio-luz]
🚣🏽,person rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD,barco de remo persona  tono de piel medio,[barco de remo persona  tono de piel medio]
🚣🏾,person rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE,persona barco con remos  tono de piel medio-oscuro,[persona barco con remos  tono de piel medio-oscuro]
🚣🏿,person rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF,barco de remo persona  tono de piel oscura,[barco de remo persona  tono de piel oscura]
🚣‍♂️,man rowing boat,People & Body,person-sport,1F6A3 200D 2642 FE0F,hombre de barco de remo,[hombre de barco de remo]
🚣‍♂,man rowing boat,People & Body,person-sport,1F6A3 200D 2642,hombre de barco de remo,[hombre de barco de remo]
🚣🏻‍♂️,man rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB 200D 2642 FE0F,hombre de barco remo  tono de piel clara,[hombre de barco remo  tono de piel clara]
🚣🏻‍♂,man rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB 200D 2642,hombre de barco remo  tono de piel clara,[hombre de barco remo  tono de piel clara]
🚣🏼‍♂️,man rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC 200D 2642 FE0F,tono de piel medio-luz  hombre bote de remos,[tono de piel medio-luz  hombre bote de remos]
🚣🏼‍♂,man rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC 200D 2642,tono de piel medio-luz  hombre bote de remos,[tono de piel medio-luz  hombre bote de remos]
🚣🏽‍♂️,man rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2642 FE0F,hombre de barco remo  tono de piel medio,[hombre de barco remo  tono de piel medio]
